AUDIENCE,COMPARISON_POPULATION,COMMUNITY,PERC_AUDIENCE,MEDIAN_SPEND_PER_CUSTOMER,SPC,SPP,PPC,PERC_COMPARISON,COMPARISON_MEDIAN_SPEND_PER_CUSTOMER,COMPARISON_SPC,COMPARISON_SPP,COMPARISON_PPC,PERC_INDEX,SPC_INDEX,SPP_INDEX,PPC_INDEX,COMPOSITE_INDEX
Single Match Buyers and Attendees,Local Gen Pop (Excl. Seattle Reign Fans),Gun owners,0.010063,90.75,1106.52,177.92,6.219048,0.021881,139.73,989.98,250.17,3.957209,45.99,111.77,71.12,157.16,96.51
Single Match Buyers and Attendees,Other Seattle/Washington Sports Fans,Gun owners,0.010063,90.75,1106.52,177.92,6.219048,0.032320,150.92,923.49,261.56,3.53068,31.14,119.82,68.02,176.14,98.78
Single Match Buyers and Attendees,NWSL Fans,Gun owners,0.010063,90.75,1106.52,177.92,6.219048,0.016054,133.31,741.35,235.41,3.149119,62.68,149.26,75.58,197.49,121.2525
2025 Single Match Buyer,Other Seattle/Washington Sports Fans,Sneakerheads,0.009639,163.44,460.90,184.36,2.500000,0.030563,181.83,661.57,236.83,2.793447,31.54,69.67,77.85,89.5,67.14
2025 Single Match Buyer,Local Gen Pop (Excl. Seattle Reign Fans),Sneakerheads,0.009639,163.44,460.90,184.36,2.500000,0.014221,176.48,557.57,220.66,2.526812,67.78,82.66,83.55,98.94,83.2325
2025 Single Match Buyer,NWSL Fans,Sneakerheads,0.009639,163.44,460.90,184.36,2.500000,0.044892,171.52,577.79,207.77,2.780928,21.47,79.77,88.73,89.9,69.9675
2025 Single Match Buyer,General Population,Sneakerheads,0.009639,163.44,460.90,184.36,2.500000,0.013752,261.06,531.11,203.2,2.613773,70.09,86.78,90.73,95.65,85.8125
Combined Reign Fanbase,Other Seattle/Washington Sports Fans,Player Fan,0.009631,57.77,199.87,91.67,2.180297,0.004968,111.22,250.87,136.49,1.837945,193.86,79.67,67.16,118.63,114.83
Combined Reign Fanbase,NWSL Fans,Player Fan,0.009631,57.77,199.87,91.67,2.180297,0.019466,65.49,180.08,93.48,1.926458,49.48,110.99,98.07,113.18,92.93
Combined Reign Fanbase,Local Gen Pop (Excl. Seattle Reign Fans),Player Fan,0.009631,57.77,199.87,91.67,2.180297,0.001685,115.83,253.85,139.56,1.818944,571.57,78.73,65.69,119.87,208.965
Combined Reign Fanbase,General Population,Player Fan,0.009631,57.77,199.87,91.67,2.180297,0.000959,106,191.09,121.91,1.567481,1004.28,104.59,75.19,139.1,330.79
Past Season Ticket Member,Other Seattle/Washington Sports Fans,History Buffs,0.009569,33.13,33.13,33.13,1.000000,0.007707,35.92,138.3,115.74,1.194904,124.16,23.95,28.62,83.69,65.105
Past Season Ticket Member,NWSL Fans,History Buffs,0.009569,33.13,33.13,33.13,1.000000,0.014481,30.3,56.16,45.21,1.242258,66.08,59,73.29,80.5,69.7175
Past Season Ticket Member,General Population,History Buffs,0.009569,33.13,33.13,33.13,1.000000,0.002305,40.79,61.91,48.61,1.273586,415.14,53.51,68.15,78.52,153.83
Past Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),History Buffs,0.009569,33.13,33.13,33.13,1.000000,0.003329,33.36,85.88,67.86,1.265592,287.44,38.58,48.82,79.01,113.4625
Past Season Ticket Member,Other Seattle/Washington Sports Fans,Lacrosse,0.009569,111.92,111.92,111.92,1.000000,0.007393,36.23,195.2,70.53,2.767596,129.43,57.34,158.68,36.13,95.395
Past Season Ticket Member,General Population,Lacrosse,0.009569,111.92,111.92,111.92,1.000000,0.001193,97.54,251.21,100.79,2.492329,802.10,44.55,111.04,40.12,249.4525
Past Season Ticket Member,NWSL Fans,Lacrosse,0.009569,111.92,111.92,111.92,1.000000,0.009638,55.28,378.56,100.31,3.773801,99.28,29.56,111.57,26.5,66.7275
Past Season Ticket Member,Local Gen Pop (Excl. Seattle Reign Fans),Lacrosse,0.009569,111.92,111.92,111.92,1.000000,0.002069,36.96,229.21,84.24,2.720819,462.49,48.83,132.86,36.75,170.2325
